sample,MYCN,RET,KIT,PROM1,PTRH2,TLE5,TLE1,GAPDH,TCF7,RELA,RPL30,PSMC5,WDTC1,RRP1,HNRNPL,PCBP1,RER1,A2ML1,ZFHX3
GTEX-U3ZM-0226-SM-4DXTA,-2.466,3.727,-1.248,-2.245,4.14,9.071,4.507,10.69,1.719,5.055,10.04,6.961,4.873,3.373,7.026,7.789,7.126,-1.248,1.444
TARGET-10-PAPMVB-04,-3.626,-3.458,-0.6416,-4.035,1.683,7.668,6.393,11.12,5.53,6.563,11.81,5.168,4.271,0.3573,7.377,6.713,4.04,-1.732,2.744
GTEX-ZYW4-0626-SM-59HJR,-0.2845,-1.732,3.299,2.296,3.866,8.63,4.72,11.29,1.6,5.983,11.83,7.287,4.397,4.08,7.485,7.576,6.544,5.367,0.7058
TCGA-77-A5FZ-01,-2.932,-0.4325,2.199,1.46,3.886,8.122,3.552,11,5.118,5.097,10.87,6.674,4.683,3.254,7.419,7.649,6.061,-0.9406,0.9115
TCGA-DD-A1EB-01,-2.727,0.5568,-1.47,-9.966,4.082,7.857,3.653,10.86,-1.639,5.368,9.463,8.078,4.688,2.84,6.082,7.531,5.856,-6.506,0.7579
GTEX-TML8-0005-SM-32QPA,-9.966,-5.574,-3.458,-9.966,1.714,6.799,-0.2328,10.26,4.764,4.731,8.036,5.09,5.313,1.362,6.131,7.43,5.204,-5.574,-2.466
TCGA-H9-A6BY-01,-5.574,-1.056,-3.047,-1.595,5.248,8.635,4.879,10.9,0.9716,5.059,11.91,7.219,3.475,4.283,7.561,6.878,6.218,-2.727,1.696
TCGA-76-4929-01,4.302,-2.932,0.7832,4.454,5.267,8.354,2.997,12.21,2.947,6.406,10.34,7.28,5.245,4.643,7.938,8.147,7.156,3.129,0.8726
GTEX-Y3IK-2326-SM-4WWDT,-0.4521,-1.214,5.651,5.489,4.057,8.7,5.067,10.25,3.55,5.898,11.4,6.684,5.107,3.754,7.53,7.513,6.29,-1.51,1.576
TCGA-5V-A9RR-01,-0.013,-4.293,-1.938,0.2881,4.369,9.951,3.055,11,7.023,4.825,12.09,7.903,3.84,4.78,7.89,5.578,5.812,-3.308,1.105
TCGA-55-8094-01,3.712,0.5859,3.208,6.287,5.67,6.723,2.439,11.78,0.4447,5.393,10.96,7.948,3.754,4.426,7.624,7.938,6.919,-4.035,0.8568
TCGA-AZ-6607-01,-2.727,-0.1345,1.209,0.3685,4.599,9.212,4.773,12.13,3.253,6.543,11.26,6.824,4.866,3.937,7.799,8.176,6.644,5.153,1.787
TCGA-AQ-A1H2-01,-3.816,6.924,0.9115,-2.245,5.071,9.125,2.87,11.4,3.292,6.595,11.78,7.835,4.444,4.222,8.129,8.576,8.039,-3.047,0.679
GTEX-X4XX-0011-R11A-SM-46MWQ,-1.595,2.534,3.678,0.4233,3.507,10.63,4.517,10.78,1.576,6.3,9.586,7.806,5.3,4.164,8.021,7.859,6.704,-0.1504,-0.9406
TARGET-30-PATNKP-02,4.779,3.149,4.902,-3.816,5.424,9.406,6.334,10.27,1.949,5.921,10.76,7.768,4.069,4.297,8.294,8.216,5.952,-9.966,3.014
GTEX-ZF28-0011-R5a-SM-4WWCZ,0.2277,-2.635,0.8488,0.3346,3.027,7.829,4.425,10.54,-0.1187,4.138,9.053,6.045,3.918,2.409,5.713,6.28,4.653,0.4967,-0.2671
TCGA-L5-A4OQ-01,-1.117,-1.994,1.368,3.625,5.509,7.246,4.847,11.08,3.661,5.816,10.7,7.336,4.741,4.545,7.96,7.817,6.042,-2.548,2.281
TCGA-AR-A24O-01,-1.026,6.761,4.559,4.421,4.442,8.51,5.14,10.54,3.251,5.84,11.37,6.94,5.317,3.749,8.053,8.137,6.958,-3.171,2.576
TCGA-44-6144-11,-4.035,-1.056,2.597,-2.635,3.783,9.085,3.589,9.811,2.943,5.591,10.71,6.915,5.213,3.653,7.274,7.981,6.36,-2.388,2.23
TCGA-G4-6321-01,-0.4719,1.138,0.4761,5.857,3.402,8.837,4.7,11.03,3.259,5.628,9.968,6.289,4.902,2.77,7.008,8.229,7.476,-3.626,0.4447
TCGA-UF-A71D-01,-2.178,-1.47,-0.6416,0.5859,5.36,8.439,5.261,11.79,0.6699,6.964,11.09,7.414,3.892,6.119,7.636,8.143,5.957,7.321,0.6608
TCGA-06-0646-01,2.66,1.923,0.3231,4.184,4.709,8.842,4.284,12.93,2.412,6.323,10.17,7.109,4.684,4.663,8.14,7.793,7.122,1.276,1.551
GTEX-ZWKS-0626-SM-5GIDV,-1.283,-2.635,1.926,2.328,3.26,8.604,5.37,10.08,2.488,5.832,11.25,7.329,4.977,4.734,7.449,7.297,6.655,6.617,0.537
GTEX-O5YV-0526-SM-26GMJ,-3.816,-1.431,1.138,-1.056,4.249,8.531,3.604,10.16,2.115,5.334,11.08,6.267,3.847,3.52,6.626,7.281,5.703,-5.012,2.433
TCGA-QF-A5YT-01,3.106,-3.308,-0.5332,4.923,5.621,9.009,5.257,12.43,5.382,5.122,11.4,7.711,4.167,4.957,8.19,7.607,6.449,-2.388,1.844
TCGA-BA-A6DG-01,-0.4131,0.6699,1.512,-5.574,5.13,7.631,4.328,12.42,2.742,5.907,11.06,6.981,4.158,4.45,7.213,7.971,6.565,5.432,0.9268
GTEX-QEG4-0426-SM-33HC3,-0.9686,-0.5543,0.688,1.196,1.745,8.221,2.588,11.4,0.1776,3.845,9.509,5.973,4.394,1.93,5.738,6.305,4.58,-9.966,0.1388
TCGA-VD-A8KO-01,-2.388,-3.047,3.217,-3.047,3.608,8.301,4.002,11.5,2.89,5.483,12.37,6.174,4.574,4.083,6.761,7.361,5.203,-3.047,-0.5125
TCGA-BC-A110-11,-5.574,-1.181,-1.781,-1.318,4.462,6.941,5.281,9.835,0.3573,4.636,9.869,6.093,2.384,3.06,6.162,7.476,5.547,-9.966,0.1903
TCGA-ET-A40T-01,0.0854,3.831,2.348,-1.47,4.084,9.384,2.901,11.02,4.255,5.588,11.1,7.429,5.321,3.769,7.794,8.009,6.435,-2.053,3.126
TCGA-EI-6513-01,-0.2671,-3.308,-1.639,3.763,5.006,7.513,2.941,11.88,5.862,5.912,11.92,7.083,4.835,4.937,8.151,8.243,7.071,-2.635,0.8164
GTEX-OHPM-2126-SM-3LK75,1.872,1.334,1.486,4.216,4.585,7.742,5.162,9.576,2.897,5.076,9.422,7.543,6.317,4.324,7.547,6.927,7.151,2.554,1.022
GTEX-ZAB5-1226-SM-5P9FY,-0.3566,-0.5543,2.729,3.964,3.838,8.555,4.101,10.82,2.611,6.063,10.58,6.776,4.619,4.429,7.479,7.894,6.756,8.951,1.264
GTEX-14753-0726-SM-5QGQO,-3.626,-1.994,2.671,0.2762,3.014,8.433,4.827,9.75,0.679,6.08,11.72,7.25,5.083,4.484,7.788,7.549,6.45,6.248,0.9038
TCGA-DJ-A4V0-01,0.9038,-1.056,4.173,0.6969,3.848,9.146,3.906,10.73,4.314,5.3,10.71,7.067,5.168,3.394,7.511,8.067,6.307,-4.293,2.956
TCGA-GN-A265-06,-0.1665,-1.781,-1.181,2.074,5.341,7.65,3.654,11.93,3.822,4.734,10.44,8.004,4.304,3.549,7.667,7.821,6.755,-9.966,0.6608
GTEX-S341-1026-SM-4AD71,-0.0725,-1.318,1.997,-2.466,3.899,9.624,5.1,10.56,-0.6873,6.231,10.96,7.187,4.756,3.318,7.415,8.103,6.007,-1.283,2.922
GTEX-NPJ7-0011-R9a-SM-2TC5R,1.209,1.239,0.24,1.171,3.165,8.08,4.068,10.91,1.605,4.507,10.15,6.638,4.38,3.013,6.691,6.851,5.343,-2.053,1.357
TCGA-DZ-6131-01,-4.608,-2.932,6.35,0.1124,4.164,8.636,3.44,11.79,-0.0877,5.225,10.79,7.426,5.607,4.579,7.522,8.42,6.719,-1.056,1.541
TCGA-DD-AADB-01,2.797,-5.012,-1.595,-1.248,5.091,7.462,6.179,11.14,2.521,5.751,11.42,6.836,3.806,4.426,7.762,8.036,5.774,-9.966,0.058
TCGA-DJ-A3UV-01,-0.3201,0.5955,4.204,-0.3201,4.141,9.456,3.942,11.38,3.796,5.635,11.1,7.431,5.637,3.758,8.024,8.138,6.427,-3.308,3.098
TCGA-ZM-AA0E-01,3.53,0.1124,3.904,3.697,4.845,7.211,3.342,11.5,3.884,3.902,11.06,7.301,3.103,5.044,7.963,6.46,5.926,2.067,-1.47
GTEX-NPJ7-0006-SM-3GACR,-9.966,-3.626,-1.117,-5.574,2.975,8.764,2.526,12.48,3.348,5.508,10.88,6.242,4.301,2.308,6.612,7.417,5,-6.506,-4.035
GTEX-TKQ2-1326-SM-4DXT9,-0.1345,0.7664,2.894,5.191,3.539,8.644,4.507,10.52,1.783,5.484,10.01,6.133,4.342,3.306,7.268,7.383,6.423,-1.355,1.202
GTEX-11NUK-1326-SM-5P9GN,-1.283,-2.727,-0.1828,-0.2845,3.342,8.846,4.022,11.09,1.385,5.367,10.04,6.76,4.221,4.385,7.144,7.152,7.1,6.057,-0.0574
TCGA-D6-A4Z9-01,-1.51,-0.4521,-0.7834,-6.506,4.685,7.847,4.168,12.24,2.417,5.845,10.97,7.719,4.731,4.467,7.843,8.166,6.82,6.657,0.9419
GTEX-13OW6-0011-R10a-SM-5L3HE,0.044,1.196,3.225,0.9789,3.942,10.26,4.986,11.41,-0.4521,4.055,9.151,7.225,4.792,3.854,6.754,6.887,5.265,1.252,-0.4921
TCGA-VQ-A923-01,2.022,-1.283,2.091,6.397,4.569,8.333,4.955,10.43,4.605,5.98,10.15,6.718,5.484,3.416,7.802,7.76,6.435,-3.626,3.667
GTEX-XUJ4-2026-SM-4BOOW,-1.732,-0.9971,1.551,4.841,4.173,8.452,4.856,10.87,1.688,4.949,10.38,6.22,4.037,3.525,7.215,7.007,6.572,-2.114,0.4657
TCGA-2G-AALS-01,3.896,-0.0277,0.3907,3.695,4.825,7.687,4.312,13.05,4.915,4.494,11.47,7.486,3.796,5.067,7.452,7.943,6.534,1.571,0.4657
TCGA-ET-A3DS-01,1.412,-2.178,7.127,1.816,3.858,9.275,4.286,10.96,3.848,5.623,10.64,7.835,5.669,3.561,8.026,8.233,6.795,-5.574,3.844
TCGA-A8-A0AD-01,-2.388,5.087,2.29,-2.635,5.372,9.206,3.31,11.08,1.971,5.433,10.79,7.15,4.696,3.99,7.622,8.202,7.598,-6.506,2.795
GTEX-ZYFG-0826-SM-5BC5T,-6.506,-1.595,-0.8084,2.556,2.852,7.689,4.333,8.06,2.224,4.318,10.16,5.801,3.381,2.66,6.067,6.708,5.529,-2.245,0.9191
GTEX-T6MN-0011-R1A-SM-32QOY,1.293,1.949,3.51,1.82,4.502,8.955,4.854,11.46,-0.3201,3.945,10.02,7.334,4.303,3.709,6.441,6.873,5.279,-0.2159,-0.7346
GTEX-RVPV-1226-SM-2TF73,0.3573,1.064,4.265,2.393,2.834,9.515,4.996,10.67,2.982,5.315,11.02,7.055,5.042,3.306,7.828,7.361,6.563,-4.035,3.029
GTEX-X4LF-1726-SM-3NMBZ,-1.732,-2.315,2.911,-9.966,3.998,8.677,5.082,9.821,0.3346,6.095,11.4,7.482,4.828,3.851,7.577,8.013,6.373,-3.816,2.96
GTEX-Y114-1426-SM-4TT6W,-0.8863,-1.149,3.699,4.19,3.06,8.635,4.902,9.908,3.601,5.581,10.36,6.434,4.298,2.656,7.56,7.137,6.096,-2.635,1.714
TCGA-A7-A3J1-01,-0.8863,4.569,3.46,6.747,4.421,9.277,4.432,10.85,4.688,6.535,10.9,7.339,6.172,4.798,8.147,8.058,7.359,-2.932,2.011
GTEX-13PL6-0326-SM-5IJCP,-4.293,-1.214,-2.388,-2.635,2.93,8.836,6.275,13.7,-2.114,4.727,10.37,6.786,5.243,2.744,6.496,8.306,5.552,-3.308,0.8647
TCGA-QH-A65Z-01,3.77,2.043,3.701,1.953,5.059,8.477,4.174,11.54,0.5859,5.897,10.92,7.973,3.905,4.928,7.364,7.992,5.243,2.046,1.379
GTEX-Y5LM-0726-SM-4VBRP,-3.458,-3.458,2.639,-0.3752,4.415,9.392,4.343,10.47,1.396,5.824,10.67,6.954,4.677,3.712,7.654,8.229,6.711,-5.012,2.011
GTEX-14ABY-2126-SM-5QGQZ,-2.053,-0.2498,4.077,2.753,4.355,8.716,5.026,10.35,1.293,5.627,12.1,6.768,3.985,3.822,7.184,7.654,6.457,-3.171,-0.6643
TCGA-77-8139-01,-3.458,-1.831,1.967,-5.574,5.301,8.443,3.964,11.77,1.085,5.823,11.14,7.536,4.275,5.669,8.311,8.121,6.746,1.071,1.923
GTEX-YEC3-2526-SM-4YCDN,-0.6416,-4.035,1.628,-1.595,3.772,8.582,3.847,10.94,0.8408,5.489,10.4,7.125,4.079,4.308,7.309,7.737,7.004,9.666,0.3796
TCGA-BR-8373-01,4.697,3.593,2.539,5.536,3.924,8.071,5.714,10.54,6.082,6.647,10.64,5.732,6.515,3.677,7.838,8.525,6.689,-5.012,4.807
TCGA-HU-A4H2-01,3.521,-3.308,-0.9686,3.44,4.426,7.432,5.004,10.77,3.991,5.233,10.09,6.445,4.515,2.486,6.986,8.17,5.928,-6.506,1.665
TCGA-BH-A0H5-11,-2.826,1.008,7.25,6.211,4.586,8.554,5.26,10.56,4.74,5.769,11.29,6.834,5.656,4.302,7.582,7.7,6.361,-2.178,2.025
GTEX-ZAJG-2926-SM-5HL8P,-2.178,-1.117,1.911,-2.932,3.065,9.054,4.793,11.42,0.8082,6.758,11.5,6.657,4.635,4.662,7.85,8.27,7.169,8.297,0.7999
GTEX-X4EP-1426-SM-4PQZP,-5.012,-2.466,0.044,2.488,3.511,8.905,5.803,11.69,1.522,7.005,10.34,7.194,4.609,3.521,7.865,8.677,6.466,-3.626,4.106
GTEX-13111-1326-SM-5GCNO,-3.308,-2.178,3.363,3.138,3.41,9.36,5.119,11.13,1.022,6.168,10.86,7.234,5.033,3.67,7.202,7.643,6.077,-0.2498,2.563
GTEX-XUZC-0726-SM-4BOPH,-0.7588,-0.4921,2.592,2.501,2.716,7.976,4.399,8.696,1.619,4.677,10.02,6.066,4.068,2.982,6.37,6.499,5.451,-4.293,0.3346
TCGA-95-7039-01,-4.293,-2.388,3.662,-3.171,5.667,8.935,5.043,12.38,2.422,6.392,11.35,7.714,4.619,4.845,7.938,7.606,7.095,-6.506,2.536
GTEX-S32W-1626-SM-4AD6G,-2.315,-0.8084,1.105,-0.7834,4.527,9.008,6.054,10.6,1.043,6.366,11.43,7.437,5.076,4.192,7.777,8.171,6.506,-1.685,2.846
TCGA-DX-AB2L-01,0.7146,-1.318,0.8082,-0.6643,4.095,8.598,4.23,11.1,-0.5543,5.573,11.02,6.999,4.082,3.731,7.406,7.916,6.632,-9.966,1.99
TCGA-BR-7901-01,-0.6873,-0.7834,3.123,5.928,4.633,8.264,4.884,11.82,3.133,6.59,10.95,6.223,4.781,3.935,7.61,8.052,6.873,-6.506,3.556
TCGA-G7-6789-01,-3.458,-3.626,0.8082,-2.245,4.58,7.477,5.005,13.21,0.7058,5.245,11.67,7.091,4.366,2.63,7.525,7.83,6.361,-9.966,1.692
TCGA-55-6983-01,3.789,5.122,5.245,4.575,4.545,9.187,3.515,11.25,3.95,5.619,11.09,6.932,4.785,3.556,7.769,8.545,6.622,-2.932,2.395
TCGA-DU-A7TD-01,3.331,1.401,1.884,5.552,4.629,9.244,3.916,11.59,1.669,6.049,10.03,7.581,5.171,4.963,8.057,7.765,6.442,0.7146,2.703
GTEX-PX3G-1026-SM-48TZW,-3.626,-2.114,-0.5973,2.725,1.779,7.237,2.712,7.572,1.903,3.72,9.84,4.52,3.37,2.311,5.753,5.667,4.967,-2.114,0.0718
TCGA-91-8499-01,1.907,-3.047,7.564,-0.7834,5.173,8.741,4.412,12.49,2.348,5.345,12.31,6.738,4.164,4.911,8.439,7.408,6.34,-6.506,2.242
TCGA-VD-A8KG-01,-1.181,-2.315,4.835,-3.458,4.689,7.755,3.432,11.24,2.475,6.824,12.25,7.068,5.369,6.574,7.168,8.09,6.217,-9.966,-2.053
TCGA-D6-6824-01,0.6699,-0.4325,3.014,5.882,4.789,8.862,4.963,11.64,2.539,5.797,10.93,7.332,5.253,4.439,7.678,8.032,6.726,4.101,2.29
GTEX-SE5C-1526-SM-4BRWU,-0.8863,0.9716,2.844,4.914,3.798,8.884,4.863,10.49,0.0718,5.608,10.32,6.384,4.518,3.105,7.073,7.443,6.096,-3.047,1.727
TCGA-FX-A48G-01,-6.506,-5.574,-4.035,-2.114,5.171,8.598,4.642,11.75,-1.595,5.563,12.19,7.835,1.674,4.828,6.863,4.884,5.001,-4.608,0.1257
TCGA-UF-A7JD-01,0.9716,0.8327,0.0014,1.064,4.844,8.125,3.989,12.72,2.554,6.034,11.05,7.329,4.145,4.359,7.942,8.076,6.62,3.569,2.057
TCGA-91-6836-01,-2.932,-0.8863,3.87,-2.826,4.614,8.733,5.188,12.05,2.17,6.478,11.08,7.475,4.97,4.707,8.15,8.369,7.423,-9.966,2.862
GTEX-WFON-1926-SM-3LK7L,3.457,-0.2845,3.54,0.5666,3.919,8.181,5.517,10.72,4.129,6.036,11.16,7.392,4.942,5.201,7.75,7.794,6.576,5.257,1.105
TCGA-EM-A22P-01,0.1776,-1.283,1.84,-0.6193,4.116,9.371,3.197,10.64,4.976,5.471,11.29,7.272,5.476,3.574,7.469,8.082,6.507,-9.966,2.997
GTEX-QXCU-0926-SM-48FEP,-2.727,-3.171,3.121,3.713,3.018,8.968,6.268,11.62,0.7664,6.944,10.93,6.903,4.321,2.872,8.05,8.27,6.082,-2.245,2.945
GTEX-12KS4-0826-SM-5BC5R,-4.608,-0.9686,-2.178,-2.053,2.431,8.606,5.494,12.72,-2.548,4.643,10.13,6.917,5.537,2.816,6.25,8.538,5.375,-3.816,2.29
GTEX-ZTPG-0006-SM-4YCFG,-6.506,-2.245,-4.035,-1.47,1.351,5.873,-0.5332,10.95,3.007,3.614,8.664,4.922,4.433,1.252,5.472,6.747,5.186,-4.293,-4.293
TCGA-38-7271-01,-3.171,-1.149,3.038,3.621,4.374,8.356,4.563,10.25,5.003,5.512,11.42,6.802,4.796,3.524,7.414,7.917,6.172,-3.171,1.209
TCGA-N5-A4RF-01,-0.2845,0.4761,-1.831,0.4657,5.067,8.545,5.869,12.49,1.804,4.726,11.58,7.482,3.729,4.3,7.931,8.083,6.234,-3.458,0.2522
TCGA-B8-5162-01,-2.466,-1.831,1.05,-0.3383,3.775,7.518,3.557,11.47,2.348,5.084,10.73,6.283,3.763,3.141,6.691,7.723,5.749,-6.506,1.46
GTEX-RVPU-0011-R7A-SM-2XCAB,0.7999,-2.548,-0.6643,1.221,2.616,7.397,3.453,9.62,-0.4719,3.067,9.27,6.175,3.086,2.135,5.612,4.983,4.249,0.4761,-1.149
GTEX-R55C-0226-SM-48FEO,0.1776,6.659,-0.013,-1.595,3.823,8.872,5.102,10.85,1.852,5.043,9.999,6.931,4.702,3.394,6.879,7.349,6.439,-2.315,1.561
GTEX-11GSP-0011-R7b-SM-57WC3,0.2029,-1.248,2.121,0.9268,3.332,8.951,4.969,10.89,-0.5973,4.28,9.009,6.753,4.497,3.515,6.592,6.71,4.903,1.619,0.9568
GTEX-11UD2-0826-SM-5EQKS,-2.114,-1.732,0.7579,2.478,3.61,9.172,5.926,11.88,1.196,6.967,11.2,7.232,4.377,3.605,7.594,8.149,6.479,-1.781,3.293
TCGA-LD-A7W6-01,-2.388,2.723,3.536,2.936,4.417,9.225,3.784,10.76,2.77,5.913,11.25,7.22,5.413,4.972,8.206,8.434,6.687,-1.781,0.6332
TCGA-CR-7368-01,0.9115,-1.47,2.173,1.791,4.322,8.412,5.676,11.82,2.736,6.205,9.865,7.635,5.783,5.768,8.359,8.392,7.505,7.304,1.571
GTEX-12584-0126-SM-5EGKQ,-0.5973,-1.318,3.721,-0.4131,4.082,8.66,4.732,11.64,1.239,6.153,11.3,6.962,5.063,4.552,7.858,7.788,6.794,6.717,1.252
GTEX-YBZK-0426-SM-59HLM,1.537,-1.056,1.705,-1.685,3.366,9.293,5.916,10.55,2.917,5.964,10.99,6.799,4.818,3.682,7.625,7.942,6.384,2.105,2.452
TCGA-D8-A1JH-01,-0.9971,2.022,3.322,0.605,4.455,8.161,3.907,10.76,3.269,5.826,10.84,7.276,5.694,4.176,7.75,8.15,6.94,-2.727,2.936
GTEX-XAJ8-0526-SM-47JYK,0.1776,-0.2328,3.672,4.234,3.801,8.413,5.06,10.43,4.397,5.64,10.18,6.697,4.496,3.639,7.514,7.449,6.538,-2.178,1.401
TCGA-CV-7097-11,-0.1031,-0.4921,2.257,5.589,3.994,8.792,3.805,12.18,2.993,5.027,10.71,6.69,4.632,3.231,6.881,7.628,6.016,-1.026,0.5666
TCGA-ER-A19Q-06,-0.1031,-2.388,5.545,-0.1031,5.244,7.448,2.995,13.41,3.413,6.227,11.42,7.598,4.535,5.128,8.09,8.549,7.126,-3.171,-0.1345
TCGA-C5-A1BL-01,-1.181,-2.826,-0.6873,-9.966,4.578,8.8,4.896,10.61,1.196,5.39,10.52,7.397,5.009,5.238,7.917,8.128,5.999,2.131,0.7493
TCGA-2A-A8VV-01,-6.506,2.905,0.3231,-1.884,4.743,9.323,5.457,10.83,2.305,5.352,11.79,7.26,4.72,3.942,8.034,7.586,6.4,-3.308,2.993
TCGA-ZR-A9CJ-01,-1.884,-1.781,1.516,-0.0425,5.058,7.792,4.805,11.14,3.745,6.352,11.5,7.075,4.002,3.612,7.212,7.752,6.806,-0.7588,3.369
GTEX-VUSG-2426-SM-4KKZG,-2.932,1.595,2.395,-4.035,4.021,8.748,5.491,10.35,2.039,6.162,10.91,6.732,4.606,3.728,7.451,8.382,6.205,-2.727,1.848
TCGA-HZ-A8P1-01,-1.149,-3.047,-0.1031,4.308,5.192,8.896,4.563,11.33,1.357,5.845,11.35,7.168,3.352,4.383,7.883,8.142,6.143,-3.626,1.299
TCGA-NJ-A4YG-01,-3.626,-2.548,1.158,-2.053,5.335,8.328,3.496,10.77,1.132,5.275,11.74,7.019,4.524,4.35,7.537,7.707,6.189,-3.308,1.39
TCGA-L5-A43H-01,-1.781,-2.245,1.651,-1.283,4.564,8.93,5.683,12.03,2.422,5.887,10.7,7.151,5.055,4.015,7.848,7.942,5.444,5.932,3.593
TCGA-CD-8529-01,0.3115,0.6332,1.804,4.56,4.463,8.249,4.76,11.64,4.519,5.829,10.53,6.378,4.675,3.968,7.736,7.816,6.692,-2.635,2.993
TCGA-Q1-A73S-01,0.1903,-3.308,-0.7346,-1.47,5.243,8.906,4.176,12.63,0.8327,5.268,12.18,8.022,3.514,5.857,8.44,9.275,6.773,3.516,0.9642
TCGA-D5-6536-01,2.729,-1.884,1.362,8.324,4.819,8.546,4.367,11.92,5.342,4.839,10.76,6.839,3.912,4.211,7.406,7.786,5.532,-9.966,1.264
GTEX-146FH-0426-SM-5QGPS,-2.635,-4.293,1.288,0.7146,3.865,8.405,4.86,11.52,-0.1828,7.407,11.14,7.086,4.265,3.515,8.055,8.542,6.07,-5.574,3.803
TCGA-DX-A6YV-01,-4.293,-0.6873,-1.117,-9.966,5.428,8.639,5.161,9.837,1.679,6.59,11.22,7.916,5.573,5.06,8.435,8.654,7.521,-3.626,3.596
TCGA-ET-A3BV-01,0.1903,1.832,3.041,1.82,4.282,9.6,4.124,11.52,3.919,5.687,10.97,7.278,5.563,3.922,7.663,8.035,6.643,-0.1993,3.355
TCGA-30-1866-01,1.888,-1.831,-3.047,-0.1187,4.8,8.8,4.236,12.4,1.512,5.642,11.24,6.025,3.676,2.071,7.307,7.597,6.963,-3.816,1.05
TCGA-IE-A3OV-01,-2.826,-3.171,2.266,-0.4521,2.778,9.168,6.024,12.46,3.027,5.5,11.43,6.393,5.176,4.118,7.661,8.352,6.338,-6.506,4.121
TCGA-MM-A563-01,-1.056,0.0854,2.293,5.209,4.255,9.038,3.954,11.89,3.403,5.506,10.93,7.013,4.392,3.146,7.694,8.385,6.291,-9.966,1.628
TCGA-VD-A8K8-01,-1.552,-3.626,7.094,-3.816,5.145,8.433,3.878,12.23,2.635,5.763,12.84,7.432,5.231,5.149,7.5,8.208,6.61,-5.574,0.9568
TCGA-DQ-5630-01,-0.7346,0.434,0.2881,-3.171,4.715,8.225,2.78,11.79,3.082,5.511,10.8,7.154,4.747,4.359,7.498,7.685,7.143,4.346,-0.4719
TCGA-DU-5871-01,2.966,2.217,1.132,1.84,4.288,8.136,5.905,11.72,1.444,6.366,11.73,7.555,4.527,3.833,7.646,7.385,5.88,2.644,1.651
GTEX-UPJH-0626-SM-4IHJN,1.971,-3.308,1.001,-2.635,3.925,9.592,6.568,10.85,3.111,6.345,10.95,7.311,4.753,3.869,8,7.694,6.761,2.563,2.48
GTEX-ZAJG-0826-SM-5PNVA,-0.8339,-1.994,0.2522,1.642,3.25,8.7,2.892,11.24,-0.8599,5.599,9.81,6.415,4.034,2.667,6.317,7.013,5.327,-5.012,0.7493
GTEX-S95S-0002-SM-3NM8K,-9.966,-5.574,-5.012,-2.315,4.983,8.568,0.5859,13.35,4.974,5.701,11.49,6.621,4.339,5.044,8.124,8.822,6.755,-3.626,0.0014
TCGA-HC-A9TH-01,-4.293,3.016,0.8408,-0.7346,5.32,9.74,6.262,12.08,1.926,6.044,11.38,7.569,4.909,4.557,8.044,8.006,7.138,2.928,2.409
GTEX-PLZ4-0126-SM-5SI8O,-1.431,-1.355,4.356,1.078,3.429,8.956,4.833,10,0.7664,5.961,11.21,7.033,4.838,3.934,7.662,7.679,6.269,5.879,1.379
GTEX-ZDYS-0226-SM-5HL4K,-3.458,-2.114,-1.595,0.0158,2.248,8.787,2.858,11.15,-1.938,4.041,8.982,6.095,4.231,2.177,6.051,6.32,5.097,-4.035,0.5271
TCGA-CE-A27D-01,0.4016,0.1776,3.66,-0.3752,4.36,9.169,3.207,10.97,4.349,5.455,11.34,7.415,5.165,3.558,7.701,8.041,6.305,-5.012,2.368
TCGA-A6-6140-01,0.5271,-3.047,1.373,6.507,4.971,8.676,4.403,11.75,6.564,6.257,11.42,6.978,4.52,5.204,8.295,8.401,6.737,-9.966,1.86
TCGA-BH-A1FR-01,-1.283,5.144,0.7832,0.2277,4.843,8.938,2.519,10.9,2.501,5.892,10.59,7.019,5.679,4.247,7.769,8.269,6.561,-2.635,2.337
GTEX-XBED-2526-SM-47JYD,1.705,-2.114,2.098,-1.595,3.863,9.137,6.098,10.68,1.956,6.158,10.86,7.409,4.705,4.09,7.81,7.658,6.291,2.454,3.478
GTEX-12ZZX-0011-R6a-SM-5HL8L,0.605,-0.6416,2.541,1.138,3.959,9.01,5.634,11.16,0.1257,3.832,9.674,7.102,4.52,3.591,6.61,6.531,5.221,0.4761,0.8805
GTEX-11ILO-0008-SM-5QGR9,-9.966,-2.053,-2.727,-9.966,6.039,8.218,3.251,11.38,-0.1345,5.845,11.51,6.511,4.295,4.86,6.045,8.074,7.145,-2.053,2.457
TCGA-WB-A81H-01,0.3907,7.59,0.4447,-2.178,4.158,9.639,4.863,11.17,2.428,4.514,10.53,7.197,4.195,3.081,7.118,7.824,5.855,-3.816,2.183
TCGA-A6-2682-11,-2.053,-0.7108,2.651,5.243,4.123,9.058,4.92,11.28,2.694,5.609,10.7,6.436,5.092,3.687,7.516,7.833,6.755,-9.966,1.085
GTEX-ZF29-0626-SM-4WKHD,-5.012,-3.047,1.334,2.42,3.834,9.437,6.28,9.907,4.068,6.264,10.83,6.796,4.891,3.654,7.948,7.959,6.74,-2.548,1.795
TCGA-EJ-7318-01,-3.626,2.417,-0.6416,1.812,5.19,9.549,4.962,11.28,2.211,5.577,11.52,7.529,4.396,3.775,7.819,7.744,6.938,-1.884,1.66
